Delivery_person_Age,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance (in km)
20.0,Fog,Jam,1,scooter,0.0,No,Metropolitian,26,7.480411637906283
22.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,41,12.327336884538303
20.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,35,20.942088076213096
21.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,33,16.79744377860206
,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,17,3.068218944934489
22.0,Fog,High,1,motorcycle,0.0,No,Metropolitian,22,1.534188781886618
36.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,39,4.471332442377206
25.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,38,13.764608571582343
21.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,18,9.29662172168437
23.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,15,1.5271741659788676
22.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,14,3.1097660534862834
20.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,17,3.1380694073889375
27.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,44,11.709842696032588
22.0,Fog,High,0,motorcycle,1.0,No,Metropolitian,25,3.02065083853194
20.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,18,7.78686329753477
29.0,Sunny,High,0,motorcycle,3.0,No,Metropolitian,48,1.5514402596192753
37.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,39,12.438787521229942
29.0,Cloudy,Medium,2,scooter,0.0,No,Urban,14,4.648417563481357
36.0,Cloudy,Medium,0,motorcycle,0.0,No,Urban,36,10.983241696284242
37.0,Sunny,Jam,2,scooter,1.0,No,Urban,22,13.962233538599422
,Windy,Medium,2,scooter,1.0,No,Metropolitian,23,13.962273610782457
35.0,Sandstorms,Low,2,scooter,1.0,No,Urban,26,1.5690347154047222
21.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,24,19.9405019169733
32.0,Sunny,Jam,1,scooter,1.0,No,Metropolitian,21,13.390331809420582
30.0,Windy,Low,1,scooter,1.0,No,Metropolitian,27,3.035926030506786
37.0,Fog,Jam,2,scooter,2.0,Yes,Metropolitian,40,10.571404917113615
29.0,Cloudy,Jam,2,motorcycle,0.0,No,Metropolitian,35,10.859243076521745
22.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,29,7.439968743388034
30.0,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,23,8.918890218146082
28.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,27,6.041138156549961
25.0,Stormy,High,2,motorcycle,1.0,No,Metropolitian,27,6.198608309962826
20.0,Sunny,Medium,1,motorcycle,1.0,,Metropolitian,10,9.061116509209677
,Windy,Low,0,motorcycle,1.0,No,Metropolitian,24,5957.249899279944
37.0,Cloudy,Low,1,motorcycle,1.0,No,Urban,33,13.611105169020725
31.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,27,6.205474967025108
23.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,43,12.212698628348065
38.0,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,35,7.638167710243232
20.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,24,4.664779343911222
27.0,Stormy,Jam,2,scooter,1.0,No,Urban,26,19.59263902704557
30.0,Sandstorms,Low,0,motorcycle,0.0,No,Urban,26,3.059218998881136
29.0,Cloudy,Low,2,electric_scooter,1.0,No,,10,9.307823950991347
31.0,Sunny,Jam,2,electric_scooter,0.0,No,Urban,15,7.551064369579942
32.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,32,12.552275755914396
33.0,Sunny,Low,2,scooter,0.0,No,Metropolitian,12,3.055396260642662
31.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,24,7.635714619015537
28.0,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,12,3.1097802285192877
21.0,Sandstorms,Jam,2,scooter,1.0,No,Urban,26,14.121309628180253
35.0,Fog,Low,0,motorcycle,0.0,No,Metropolitian,23,1.512541244397138
31.0,Stormy,Medium,0,motorcycle,2.0,No,Metropolitian,36,19.941385867885913
33.0,Stormy,Jam,1,scooter,1.0,No,,27,10.706698044121364
21.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,15,16.796560564484654
25.0,Windy,Low,2,scooter,1.0,No,Metropolitian,17,10.706613368220644
22.0,Fog,Low,2,electric_scooter,0.0,No,Metropolitian,26,10.983241696284242
28.0,Fog,Low,1,scooter,1.0,No,Metropolitian,19,4.58133480026524
35.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,51,12.552275755914396
30.0,Windy,High,0,motorcycle,1.0,No,Metropolitian,34,1.5690347154047222
32.0,Fog,Low,1,motorcycle,1.0,No,Urban,17,4.580632424766456
38.0,Fog,Low,1,scooter,1.0,No,Metropolitian,17,1.5513749733459787
20.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,13,9.307757372286968
23.0,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,16,1.5112654641612857
27.0,Fog,Low,1,scooter,1.0,No,Metropolitian,26,17.10286266166346
38.0,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,43,16.695945260596357
33.0,Windy,Medium,2,scooter,1.0,No,Metropolitian,26,16.612640590667922
21.0,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,27,12.410591952624213
21.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,38,13.944665102259522
23.0,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,35,10.571531279029786
27.0,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,33,20.489764110057305
38.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,36,6.10820338181505
20.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,23,4.553636902283276
32.0,Cloudy,High,2,scooter,1.0,No,Metropolitian,25,6.276138627413788
20.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,40,16.79920368367176
21.0,Fog,Jam,0,motorcycle,0.0,Yes,Urban,49,10.983241696284242
32.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,28,6.07211265889182
34.0,Stormy,Medium,2,motorcycle,2.0,No,Urban,34,13.766038615058191
26.0,Stormy,High,2,scooter,0.0,No,Metropolitian,16,1.5690347154047222
34.0,Stormy,Medium,2,electric_scooter,0.0,No,Metropolitian,27,4.654184877609342
36.0,Stormy,Jam,0,motorcycle,2.0,Yes,Urban,47,19.340128268587073
20.0,Stormy,Low,1,motorcycle,0.0,No,Urban,10,3.058774301696735
36.0,Windy,Medium,1,motorcycle,0.0,No,Metropolitian,25,6852.6171723022035
36.0,Windy,Medium,1,motorcycle,1.0,No,Urban,34,8.803752660551115
24.0,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,14,16.61158143352399
20.0,Cloudy,Low,2,scooter,1.0,No,Metropolitian,15,3.0983565220917844
37.0,Cloudy,Low,0,motorcycle,2.0,No,Metropolitian,35,12.235105512421491
31.0,Sunny,Low,1,scooter,1.0,No,Urban,13,1.5072188473775159
24.0,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,30,12.271798836615678
25.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,25,1.5295675788938714
24.0,Stormy,Low,1,scooter,0.0,No,,11,7.551064369579942
20.0,Cloudy,Low,1,motorcycle,1.0,No,Urban,17,3.098974837829024
30.0,Cloudy,Low,2,scooter,1.0,No,Urban,15,7.647482870843453
,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,31,19.846780345572487
38.0,Sandstorms,Medium,2,motorcycle,1.0,No,Urban,31,16.455542749533556
38.0,Windy,Jam,1,scooter,1.0,No,Metropolitian,34,7.646622917690788
24.0,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,31,9.308114420769895
32.0,Fog,Jam,0,motorcycle,1.0,Yes,Metropolitian,43,12.396259969898592
22.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,47,12.410728073817122
35.0,Fog,Jam,0,motorcycle,1.0,Yes,Semi-Urban,47,16.366038203855815
33.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,34,6.045386216751665
25.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,24,10.706538178038926
38.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,24,1.5271543706841988
23.0,Stormy,Medium,1,scooter,1.0,No,Metropolitian,19,12.458591468966615
32.0,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,33,12.220241481209396
21.0,Stormy,Low,1,scooter,1.0,,Metropolitian,11,17.25937671693666
24.0,Fog,Low,2,scooter,0.0,No,Urban,11,7.746805459207662
32.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,49,9.043151042212209
32.0,Cloudy,Medium,0,motorcycle,3.0,No,Metropolitian,45,13.568113376223973
25.0,Windy,Jam,1,motorcycle,0.0,No,Urban,18,13.805626960612091
34.0,Fog,Low,1,scooter,0.0,No,Urban,39,10.983241696284242
35.0,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,19,1.507323108861908
33.0,Stormy,Low,1,motorcycle,1.0,No,,26,14.01549351067624
27.0,Sunny,Jam,2,scooter,0.0,No,Urban,16,7.562268445733439
28.0,Cloudy,Medium,2,electric_scooter,1.0,No,Metropolitian,30,10.884116727933907
39.0,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,49,13.661199383826538
21.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,29,4.5886706999726865
31.0,Fog,High,1,motorcycle,1.0,No,Metropolitian,36,1.5690347154047222
27.0,Windy,Low,1,scooter,0.0,No,Urban,16,3.1380694073889375
32.0,Fog,Medium,1,motorcycle,1.0,No,Urban,16,7.75677275909668
20.0,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,19,4.649061303070843
31.0,Sunny,High,2,electric_scooter,0.0,No,Metropolitian,17,3.1380694073889375
28.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,23,9.043276670143742
25.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,31,19.58824065849606
22.0,Sunny,Low,0,motorcycle,0.0,,Metropolitian,10,4.648810932454234
24.0,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,21,10.416024813980183
31.0,Stormy,Low,2,motorcycle,0.0,No,Metropolitian,22,4.465068381023686
30.0,Cloudy,Jam,1,motorcycle,3.0,No,Metropolitian,48,13.805626960612091
38.0,Fog,Jam,1,scooter,1.0,Yes,Metropolitian,43,13.563296444846982
20.0,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,12,8.942314012893094
35.0,Stormy,High,0,motorcycle,1.0,No,Metropolitian,34,6.072110787370803
31.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,36,16.82470009074351
36.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,30,1.5496181081278617
33.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,22,1.5690347154047222
26.0,Windy,Low,0,motorcycle,0.0,No,Urban,20,4.580117184533858
21.0,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,29,16.821156587990316
38.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,25,9.414207472710384
38.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,29,4.707104052532131
22.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,25,6.031892713007963
30.0,Windy,Jam,2,motorcycle,2.0,No,Metropolitian,43,20.212363674870236
24.0,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,16,17.041437201308202
21.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,31,20.16747676677092
,Sunny,Low,2,electric_scooter,0.0,No,Urban,11,1.5180475169383374
20.0,Cloudy,Low,1,motorcycle,0.0,No,Urban,11,9.254467499083516
22.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,20,4.579688289809493
38.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,26,6.2194302015666025
20.0,Fog,Low,2,scooter,0.0,No,Urban,17,9.29737332587202
28.0,Windy,Low,2,motorcycle,0.0,No,Metropolitian,11,1.5690347154047222
26.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,16,4.554154698317836
33.0,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,36,10.884207405487084
24.0,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,31,10.687692480486225
30.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,24,1.5549743779303515
34.0,Windy,Medium,2,scooter,1.0,No,Metropolitian,32,7.67018651199344
25.0,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,28,13.763140802008653
30.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,35,9.074509257960434
27.0,Stormy,Jam,1,motorcycle,0.0,No,Urban,22,12.270899359356426
39.0,Stormy,Low,1,scooter,1.0,No,,23,12.270876910294279
21.0,Sunny,Low,1,scooter,1.0,No,Urban,22,1.4639711842309242
21.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,27,12.271998208269219
36.0,Windy,Low,0,motorcycle,,No,Urban,31,4.588878401100728
29.0,Fog,Low,1,scooter,1.0,No,Metropolitian,24,10.844873954336267
35.0,Windy,Low,1,motorcycle,0.0,No,Metropolitian,27,9.297262765170096
27.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,21,4.401599583717812
38.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,27,3.0359274349518524
23.0,Windy,Medium,2,motorcycle,0.0,No,Metropolitian,22,4.523702532797825
36.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,26,7.4403836367760015
30.0,Fog,Jam,2,motorcycle,3.0,No,Urban,49,20.13861953460676
38.0,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,31,9.297262765170096
30.0,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,15,4.648349677934942
28.0,Cloudy,Jam,1,motorcycle,2.0,No,Metropolitian,35,12.143465932015227
24.0,Sunny,Medium,1,motorcycle,1.0,No,Urban,14,16.872188672183736
,Fog,Jam,0,motorcycle,3.0,Yes,Urban,44,12.142680239882512
36.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,24,7.774533589022428
31.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,34,7.774227111900179
34.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,31,9.297373575548699
28.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,19,17.25937671693666
27.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,21,6.0290463677730175
32.0,Fog,Medium,1,scooter,,No,Metropolitian,32,12.062973163577762
35.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,27,9.175822274004021
28.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,18,12.396259636750276
32.0,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,37,12.552275755914396
25.0,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,19,12.057182695080286
32.0,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,16,6.197822797658339
37.0,Sunny,Medium,0,motorcycle,0.0,No,Urban,22,7.646607005631175
29.0,Sunny,High,1,scooter,1.0,No,Metropolitian,13,2.9762935496621195
32.0,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,28,7.439985356282967
25.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,24,1.5549180943860352
33.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,43,13.7129467437414
27.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,35,13.391457989567927
37.0,Cloudy,Low,1,scooter,0.0,No,Metropolitian,28,12.39246562577745
21.0,Sunny,Jam,1,motorcycle,,No,Urban,14,4.571537221635911
27.0,Cloudy,Low,2,scooter,1.0,No,Metropolitian,20,19.850967056283178
29.0,Sunny,Medium,2,scooter,0.0,No,Metropolitian,10,7.670149314172875
35.0,Fog,High,1,motorcycle,1.0,No,Metropolitian,27,6.049916727825186
22.0,Sandstorms,Medium,0,motorcycle,1.0,No,Urban,21,14.121309628180253
22.0,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,22,12.057293898874809
37.0,Sunny,Jam,2,scooter,1.0,No,Metropolitian,20,7.748168037038757
28.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,36,17.040675423590812
31.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,21,19.8516232898003
34.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,37,19.87900471871662
31.0,Windy,High,2,motorcycle,1.0,No,Metropolitian,29,6.028971433810884
23.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,38,10.69023490025587
36.0,Sunny,Low,1,scooter,0.0,No,Metropolitian,11,3.0205869101906617
24.0,Sunny,Jam,2,motorcycle,1.0,No,Urban,13,7.756917958870651
28.0,Sandstorms,Medium,0,motorcycle,1.0,No,Urban,28,9.16087857490925
23.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,26,16.61158143352399
28.0,Windy,Medium,2,electric_scooter,0.0,No,Metropolitian,27,12.552275755914396
28.0,Stormy,Jam,0,motorcycle,,No,Metropolitian,25,12.3962386715408
25.0,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,29,17.042634005429182
37.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,32,20.21177926411517
39.0,Stormy,Jam,2,scooter,3.0,Yes,Metropolitian,42,19.80722484872546
22.0,Stormy,Medium,2,scooter,1.0,No,Urban,22,4.654235823749314
31.0,Windy,Low,2,motorcycle,1.0,No,Metropolitian,29,13.41246037752413
33.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,24,16.622190344817962
29.0,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,38,13.602023690794226
27.0,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,18,4.534096520908488
23.0,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,17,7.561976591938231
28.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,24,4.464007619139333
23.0,Sunny,Jam,1,scooter,1.0,No,Metropolitian,17,13.172241134099703
26.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,29,12.439082968814082
31.0,Windy,Jam,1,scooter,0.0,No,Metropolitian,31,7.551888433427091
,,,3,scooter,1.0,No,Metropolitian,39,16579.3777226782
36.0,Sunny,Jam,0,motorcycle,1.0,No,Urban,38,10.73739964566126
,Windy,Low,2,motorcycle,0.0,No,Metropolitian,27,7.756535557753129
39.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,21,10.666323728072193
31.0,Sandstorms,Low,1,motorcycle,0.0,No,Urban,25,1.5179237301775088
39.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,52,12.395166302654383
34.0,Cloudy,Medium,0,motorcycle,0.0,Yes,Metropolitian,42,20.829460333321602
38.0,Windy,Low,1,scooter,1.0,No,Metropolitian,28,7.336673766920634
20.0,Fog,Jam,0,motorcycle,1.0,No,Urban,29,7.535988122581618
34.0,Sunny,Jam,2,electric_scooter,,No,Metropolitian,15,4.464113950944991
37.0,Fog,Low,0,motorcycle,2.0,No,Metropolitian,43,10.413406275388782
30.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,32,9.176579357894878
24.0,Cloudy,Jam,1,scooter,1.0,No,Urban,32,20.142861143257786
22.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,22,12.271120715074577
27.0,Fog,Low,2,scooter,0.0,No,Metropolitian,11,9.414207472710384
35.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,40,12.142584811478201
31.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,25,4.5309284194843285
27.0,Windy,High,1,motorcycle,0.0,No,Urban,27,6.041017442007462
37.0,Stormy,Low,1,scooter,0.0,No,Urban,21,7.452232426355609
31.0,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,44,17.0403824485857
,Fog,Jam,2,motorcycle,0.0,No,Metropolitian,33,17468.797231931705
21.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,24,3.1027784423152824
27.0,Fog,Jam,1,scooter,2.0,No,Metropolitian,34,4.665092570655827
38.0,Stormy,Medium,2,scooter,1.0,No,Urban,28,4.64798276860976
22.0,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,32,4.459097103192657
36.0,Windy,Medium,1,scooter,,No,Urban,26,4.463998184431634
38.0,Windy,Low,2,scooter,1.0,No,Metropolitian,19,11.902413303218285
34.0,Cloudy,High,2,scooter,1.0,No,Metropolitian,38,5.951882955208027
34.0,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,27,6.13581392611519
20.0,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,20,16.622086148578997
31.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,28,2.973206328872894
25.0,Sandstorms,High,0,motorcycle,0.0,No,Metropolitian,27,1.5548963739937318
28.0,Sandstorms,Low,2,motorcycle,1.0,No,Urban,17,12.410432681825887
39.0,Windy,Jam,0,motorcycle,1.0,No,Urban,37,19.730372280539243
33.0,Fog,Medium,0,motorcycle,1.0,Yes,Metropolitian,49,16.576799953713873
30.0,Stormy,Medium,1,motorcycle,2.0,No,Metropolitian,39,12.439082968814082
25.0,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,18,9.043276670143742
38.0,Fog,Low,1,motorcycle,1.0,No,Metropolitian,18,4.65445840662637
26.0,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,31,17.25937671693666
22.0,Sunny,Jam,2,scooter,1.0,No,Urban,20,13.659644060860991
24.0,Stormy,Medium,1,scooter,1.0,No,Urban,26,16.622841671723474
31.0,Stormy,Jam,2,scooter,1.0,No,,27,7.745931643123964
26.0,Stormy,High,1,motorcycle,1.0,No,Urban,21,3.068202713082747
23.0,Sandstorms,Low,2,scooter,0.0,No,Urban,11,7.670551156750298
36.0,Windy,Low,1,motorcycle,,No,Urban,22,3.0559602152009226
20.0,Windy,Jam,0,motorcycle,1.0,No,Urban,25,10.472555237349544
25.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,20,1.5549054318597237
25.0,Sunny,Medium,2,motorcycle,1.0,No,Metropolitian,11,10.625000785116185
36.0,Cloudy,Medium,2,electric_scooter,1.0,No,Metropolitian,31,19.845164623281903
20.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,23,1.463969556275599
23.0,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,14,4.553656452165022
35.0,Sunny,Low,2,scooter,0.0,No,Metropolitian,12,1.4884133108381385
37.0,Cloudy,Low,1,scooter,1.0,No,Urban,25,10.405169702130612
33.0,Stormy,Medium,2,motorcycle,1.0,No,,28,6.197901026723876
22.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,15,3.068192569239217
23.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,26,9.04307025837713
34.0,Cloudy,Medium,1,motorcycle,1.0,No,Urban,16,7.58983281153424
27.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,49,12.236154541166353
34.0,Stormy,Low,1,motorcycle,1.0,No,Urban,24,3.1027215851929086
33.0,Cloudy,Jam,2,scooter,2.0,No,Metropolitian,41,16.612811401643608
29.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,15,1.5072450117862897
31.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,17,12.552275755914396
39.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,28,3.0680253753423994
32.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,43,12.271766441096053
21.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,36,20.212680295861247
22.0,Stormy,Medium,2,electric_scooter,1.0,No,Metropolitian,24,19.860706000808847
35.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,21,4.647989333607506
29.0,Sunny,Low,1,motorcycle,0.0,No,Urban,24,9.296713942100281
35.0,Fog,High,2,motorcycle,1.0,No,Metropolitian,38,3.0824826686846176
30.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,24,16.760448162248764
,,,3,motorcycle,1.0,No,Metropolitian,27,6.118144363322553
39.0,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,31,4.464152609112947
30.0,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,17,7.6190711968635965
,Fog,Low,2,motorcycle,0.0,No,Urban,11,7.6696078159334125
36.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,25,12.189899417672075
35.0,Sunny,Jam,1,scooter,1.0,No,Urban,19,7.669668928940159
,,,3,scooter,3.0,No,Metropolitian,49,19.941319238627205
24.0,Windy,Low,2,scooter,0.0,No,Metropolitian,14,1.5514399766348916
29.0,Fog,Low,1,scooter,1.0,No,Metropolitian,25,16.79634230229571
36.0,Windy,Low,2,motorcycle,1.0,No,Metropolitian,29,4.553636902283276
25.0,Stormy,Low,1,scooter,0.0,No,Metropolitian,12,1.463969556275599
35.0,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,36,11.89153270542639
26.0,Fog,Jam,0,motorcycle,1.0,No,Urban,23,7.4403836367760015
22.0,Fog,High,1,motorcycle,1.0,No,Metropolitian,25,1.53411592989738
32.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,35,12.236059722922935
23.0,Fog,Low,1,scooter,0.0,No,Urban,18,4.648810932454234
38.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,24,1.5296302853760542
26.0,Sunny,High,1,motorcycle,0.0,No,Urban,10,3.025033485970421
31.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,36,12.396903135321507
21.0,Sunny,Medium,0,motorcycle,1.0,No,,22,19.026422707539545
39.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,28,19.632465719463095
23.0,Cloudy,Low,1,scooter,0.0,No,Metropolitian,29,17.25937671693666
21.0,Stormy,Low,1,scooter,0.0,No,Urban,18,12.396903135321507
28.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,24,9.043151042212209
38.0,Windy,Medium,0,motorcycle,1.0,No,Semi-Urban,49,10.84725270716167
38.0,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,22,4.654125131113019
36.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,25,1.5271823546903054
35.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,30,10.845731334066407
23.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,32,19.63124518378524
26.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,29,13.564037303931613
35.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,38,6.2195799756053045
25.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,27,13.9446678681882
39.0,Sunny,Jam,1,motorcycle,1.0,No,Urban,21,9.176622359415976
29.0,Stormy,Low,0,motorcycle,0.0,No,Urban,20,3.1098596259405213
34.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,45,10.787297768522953
27.0,Cloudy,Low,2,scooter,0.0,No,Urban,15,8.927154262343281
31.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,25,3.0206750082467804
22.0,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,11,1.5340125223641272
37.0,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,29,12.217240176909003
23.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,22,1.5690347154047222
39.0,Sunny,High,0,motorcycle,1.0,No,Metropolitian,23,6.10669354021321
30.0,Sunny,Low,2,motorcycle,1.0,No,Urban,24,16.823292316394692
27.0,Windy,Medium,2,electric_scooter,0.0,No,Metropolitian,26,6.118655404534047
