Delivery_person_Age,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance (in km)
35.0,Sunny,Medium,2,scooter,1.0,No,Metropolitian,15,4.647625792527508
27.0,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,25,10.846702356618382
31.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,36,11.909501860943355
29.0,Windy,High,1,scooter,0.0,No,Urban,28,6.049820809302193
20.0,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,16,9.296555181787712
27.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,18,20.807305436498226
27.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,20,1.5341077478966478
21.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,19,1.507319328344442
33.0,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,29,16.578948791660057
28.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,22,13.611101106406846
35.0,Windy,Medium,1,scooter,1.0,No,Urban,34,8.927790511367743
28.0,Sandstorms,Low,0,motorcycle,1.0,No,Urban,15,3.0250325843898467
21.0,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,21,7.774257206553719
26.0,Stormy,High,2,motorcycle,1.0,No,Metropolitian,18,6.07166469461589
27.0,Sandstorms,Jam,1,motorcycle,0.0,No,Urban,24,13.564100721659603
33.0,Windy,Low,1,scooter,0.0,No,Urban,23,1.4888875145065654
20.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,44,13.805866600777579
24.0,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,17,6.197224442000567
23.0,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,13,9.10758035490418
30.0,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,27,4.588614628081121
38.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,35,9.106839251583411
33.0,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,28,19.59020125047545
37.0,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,30,4.672231391896159
29.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,20,7.669768196606531
38.0,Sunny,Jam,2,motorcycle,1.0,No,Urban,18,9.074224662551039
30.0,Sandstorms,High,0,motorcycle,3.0,Yes,Metropolitian,49,6.110461409424714
31.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,36,4.664633134444105
35.0,Sunny,Medium,2,electric_scooter,1.0,No,Urban,26,10.58671194847277
29.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,34,10.571467838353092
20.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,20,7.647735476670979
30.0,Sunny,High,2,electric_scooter,1.0,No,Metropolitian,23,6.072107699343518
25.0,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,46,10.846809182228291
27.0,Sunny,Jam,1,motorcycle,1.0,No,Urban,24,12.056953151951015
34.0,Fog,Low,1,scooter,1.0,No,Metropolitian,33,13.945629461520687
31.0,Sandstorms,High,0,motorcycle,2.0,No,Metropolitian,33,1.463988951213606
24.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,22,6.196923263958364
22.0,Windy,Low,2,scooter,0.0,No,Metropolitian,17,10.983241696284242
35.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,35,13.945212240742848
32.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,24,4.521740183910015
32.0,Sandstorms,Low,2,scooter,1.0,No,Urban,15,11.737833961110447
33.0,Cloudy,Medium,2,electric_scooter,0.0,No,Metropolitian,19,7.757080118899557
23.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,27,4.571559229429509
20.0,Fog,Low,2,electric_scooter,1.0,No,Metropolitian,24,17.064688525147268
36.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,39,10.70661791253787
34.0,Fog,Jam,1,scooter,1.0,No,Urban,33,9.074580779980996
22.0,Sandstorms,Medium,0,motorcycle,2.0,No,Urban,38,12.142706560602194
23.0,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,23,7.589193023257342
23.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,33,9.041800997209414
39.0,Sunny,Low,1,scooter,1.0,No,Urban,13,1.549526806168571
21.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,36,10.983241696284242
35.0,Windy,Jam,2,motorcycle,0.0,No,Metropolitian,31,16.822593330901856
35.0,Windy,Medium,0,motorcycle,0.0,No,Urban,27,7.6479088286887755
30.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,42,13.65977087384612
31.0,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,54,19.597210032803773
30.0,Cloudy,High,2,electric_scooter,0.0,No,Metropolitian,30,1.5513238067891462
22.0,Cloudy,Low,1,scooter,0.0,No,,14,4.654256824131883
30.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,35,20.142712566170676
20.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,22,20.827394763385854
29.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,28,4.391588858773083
20.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,26,16.870783873977445
38.0,Fog,Low,2,electric_scooter,1.0,No,Metropolitian,15,8.927409587684332
20.0,Windy,Jam,1,motorcycle,0.0,No,Urban,19,13.764608571582343
,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,24,17.04428777154769
25.0,Sunny,Medium,1,motorcycle,1.0,No,,14,9.295378519274944
20.0,Windy,Low,2,scooter,0.0,No,Metropolitian,14,12.098893522085291
30.0,Stormy,Jam,0,motorcycle,1.0,Yes,Metropolitian,46,20.39744277518833
28.0,Cloudy,Medium,2,scooter,1.0,No,,11,7.745666021542585
26.0,Stormy,Low,2,motorcycle,0.0,No,Metropolitian,10,12.215801535566381
27.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,43,10.57229477488638
27.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,21,6.0290463677730175
21.0,Windy,Low,0,motorcycle,0.0,No,,15,4.531237447473479
20.0,Sunny,Medium,2,scooter,0.0,No,Urban,12,13.805319475708725
36.0,Stormy,Medium,2,electric_scooter,1.0,No,Metropolitian,25,12.43898094828522
30.0,Fog,Medium,1,scooter,2.0,No,Metropolitian,43,16.696084580892986
31.0,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,28,4.647699043596936
20.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,54,8.782979227186416
34.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,32,19.070286182018464
32.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,15,3.1380694073889375
34.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,43,13.611208451751823
21.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,18,13.962004343954739
38.0,Stormy,Low,1,scooter,0.0,No,Metropolitian,25,7.58914997465734
23.0,Fog,Jam,2,motorcycle,0.0,No,,22,9.142699227183106
27.0,Fog,Low,2,scooter,0.0,No,Metropolitian,13,4.588458640199883
32.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,40,19.028229477774914
36.0,Sunny,Low,2,scooter,0.0,No,Urban,24,16.79253633397431
27.0,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,17,4.664677959716757
,Fog,Jam,1,motorcycle,2.0,No,Metropolitian,41,16.76030121277328
31.0,Cloudy,Medium,2,scooter,2.0,No,Metropolitian,37,20.166055388214634
28.0,Sunny,Low,2,electric_scooter,0.0,No,Metropolitian,22,1.5277185791840684
24.0,Sandstorms,Low,0,motorcycle,0.0,No,Urban,21,16.695447096527786
34.0,Sunny,Low,1,scooter,0.0,No,Urban,18,1.5549054318597237
,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,50,8.802855036743823
26.0,Fog,High,2,motorcycle,0.0,No,Metropolitian,23,3.0594274560496517
26.0,Sandstorms,Low,0,motorcycle,0.0,No,,22,10.549460104356122
21.0,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,34,12.411023439149888
33.0,Sunny,Medium,0,motorcycle,1.0,No,,27,6.108657243547513
35.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,44,20.39744277518833
21.0,Sunny,Low,1,scooter,0.0,No,Metropolitian,39,16.824024800777703
22.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,21,1.4904459306309124
24.0,Windy,High,1,motorcycle,1.0,No,Urban,20,6.045095137155216
27.0,Stormy,Medium,1,motorcycle,1.0,No,Urban,18,20.211791494904002
35.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,42,13.764250249667594
35.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,37,12.216260551419467
34.0,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,18,10.415215106220083
23.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,13,1.5272542689629791
24.0,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,18,6.02889253332536
36.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,26,13.592319121658754
32.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,47,13.94565841258047
38.0,Fog,Jam,2,motorcycle,2.0,No,Metropolitian,36,7.439658832141149
24.0,Stormy,Jam,0,motorcycle,0.0,No,Urban,27,20.39744277518833
23.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,28,4.464163123690884
27.0,Windy,High,0,motorcycle,1.0,No,Urban,18,6.071909216478056
24.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,26,10.846059677370391
38.0,Sandstorms,Jam,2,electric_scooter,1.0,No,Urban,32,7.845173108613386
39.0,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,23,4.581557070783627
38.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,33,8.927499302830514
33.0,Fog,Low,2,scooter,1.0,No,Metropolitian,17,9.20423484179557
,,,2,motorcycle,1.0,No,Urban,12,9.043828433563103
25.0,Stormy,Medium,2,electric_scooter,1.0,No,Metropolitian,22,7.551297987342759
36.0,Stormy,Jam,1,motorcycle,1.0,No,Urban,31,10.707099704447124
38.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,29,3.0250084659147034
37.0,Fog,High,1,scooter,1.0,No,Metropolitian,29,3.068192569239217
34.0,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,27,1.5549575617689702
32.0,Stormy,Jam,2,motorcycle,0.0,No,Metropolitian,34,12.081317518219471
23.0,Sandstorms,High,2,electric_scooter,0.0,No,Metropolitian,12,6.205589948339296
23.0,Windy,Jam,0,motorcycle,1.0,No,Urban,34,12.098893522085291
37.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,22,20.82829451699863
28.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,15,12.212785516228099
21.0,Sunny,Jam,0,motorcycle,3.0,Yes,Metropolitian,52,4.534284374129763
35.0,Sandstorms,Low,2,electric_scooter,1.0,No,Urban,22,7.64725366684461
29.0,Stormy,Low,2,scooter,0.0,,Metropolitian,11,10.572379018516335
31.0,Stormy,High,0,motorcycle,2.0,No,Metropolitian,40,6.136227883481779
32.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,46,12.396112113657612
35.0,Cloudy,Low,2,motorcycle,1.0,No,Urban,16,7.670252503433443
30.0,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,12,4.602097317523556
,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,48,9.296610647873653
35.0,Sandstorms,Low,2,scooter,0.0,No,Urban,24,13.205332832217579
22.0,Sunny,Low,2,scooter,0.0,No,Metropolitian,19,1.541991901054877
36.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,50,13.563842438682842
22.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,33,7.706241590631725
39.0,Fog,Jam,1,motorcycle,2.0,Yes,Metropolitian,47,12.056968418188378
31.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,27,6.118655404534047
25.0,Stormy,Medium,1,motorcycle,1.0,No,Urban,22,10.705863314140746
21.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,37,17.25937671693666
33.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,29,17.130994163449245
29.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,36,19.630895206278133
39.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,34,4.6490007337269095
28.0,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,18,4.588712137571156
31.0,Fog,Low,2,motorcycle,0.0,No,Urban,17,3.036073524369064
32.0,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,22,10.43231016908222
33.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,30,1.5179323327587648
26.0,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,16,17.25937671693666
36.0,Fog,Low,1,motorcycle,1.0,No,Metropolitian,16,4.402295598781324
31.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,20,1.5514583744992787
29.0,Fog,Low,1,scooter,0.0,No,Metropolitian,17,1.5267486896814353
25.0,Stormy,High,0,motorcycle,0.0,No,Metropolitian,34,3.053432734114789
26.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,25,4.6022075879096285
28.0,Cloudy,Jam,2,electric_scooter,1.0,No,,42,12.089539264117821
21.0,Windy,Low,2,scooter,1.0,No,Metropolitian,19,13.659636883890228
37.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,34,5.952035110828275
34.0,Sunny,Low,2,electric_scooter,0.0,No,Metropolitian,20,16.873110420787974
38.0,Sunny,Low,1,scooter,0.0,No,,23,12.142579186700369
,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,25,16.349644347588193
31.0,Fog,Jam,0,motorcycle,2.0,Yes,Metropolitian,51,10.883809439830864
21.0,Fog,Low,1,scooter,1.0,No,Urban,18,9.074509257960434
37.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,42,16.577936304617587
30.0,Cloudy,High,2,scooter,1.0,No,Metropolitian,29,6.276138627413788
37.0,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,33,12.438505230257428
26.0,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,19,12.212785516228099
38.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,40,11.709993256120528
24.0,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,13,9.295646535921835
37.0,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,27,9.2945299033058
26.0,Fog,Medium,1,scooter,1.0,No,Metropolitian,31,12.395256759155643
24.0,Windy,High,2,scooter,1.0,No,Metropolitian,28,2.9278755055804746
32.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,32,4.589053886940537
36.0,Fog,Low,0,motorcycle,1.0,No,Urban,26,3.0992369870686693
37.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,28,7.562268445733439
28.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,20,20.828106028653227
20.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,18,7.562188483716582
27.0,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,48,13.610992426077738
35.0,Cloudy,Low,0,motorcycle,1.0,No,Urban,28,1.51085666633745
32.0,Fog,Medium,1,motorcycle,0.0,No,Urban,17,6.276138627413788
30.0,Stormy,Medium,0,motorcycle,1.0,No,Urban,36,17.25937671693666
29.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,52,4.521805068141998
24.0,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,34,12.235876974099634
20.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,23,6.198367991397711
20.0,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,29,19.341808461133468
23.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,30,10.415979862923049
24.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,35,12.236059722922935
31.0,Sandstorms,Medium,1,motorcycle,1.0,No,Urban,38,10.43274439902984
35.0,Cloudy,Low,2,motorcycle,1.0,No,Metropolitian,36,10.24678087188797
22.0,Sandstorms,Jam,0,motorcycle,0.0,No,,15,9.061127494751885
38.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,27,9.1598473686937
24.0,Sandstorms,Jam,1,motorcycle,1.0,No,Urban,16,20.211745361504864
29.0,Sunny,Jam,2,scooter,0.0,No,,21,16.871835277515352
37.0,Cloudy,Low,1,motorcycle,,No,Metropolitian,19,7.5517872473184555
27.0,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,27,12.057182695080286
28.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,37,10.703707932834622
23.0,Fog,Jam,2,scooter,0.0,No,Metropolitian,30,10.8458765385546
25.0,Cloudy,Low,1,scooter,1.0,No,Urban,24,12.410591952624213
31.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,18,9.042544208951528
32.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,28,3.1380694073889375
37.0,Windy,Low,1,motorcycle,1.0,No,Urban,20,17.041437201308202
21.0,Windy,Low,2,scooter,1.0,No,Metropolitian,18,3.025020099127015
38.0,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,21,19.600679248636904
29.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,37,19.371999496523454
30.0,Fog,Jam,1,motorcycle,1.0,No,Urban,33,8.92781044978523
28.0,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,19,13.962004343954739
35.0,Cloudy,Low,0,motorcycle,1.0,No,Urban,27,4.654006135972582
34.0,Sunny,Jam,1,scooter,,No,Urban,21,4.647625792527508
27.0,Fog,Medium,0,motorcycle,1.0,No,Urban,42,13.944512755807573
22.0,Cloudy,Low,0,motorcycle,1.0,No,Urban,19,4.537456617604125
,,,3,electric_scooter,0.0,No,Metropolitian,27,1.5690347154047222
38.0,Fog,Jam,2,electric_scooter,2.0,No,Metropolitian,39,4.530898781872517
34.0,Sandstorms,Jam,1,motorcycle,1.0,No,Urban,29,13.961787999463454
32.0,Sandstorms,Medium,2,scooter,1.0,No,Urban,32,6.196774380643406
27.0,Windy,Low,1,motorcycle,0.0,No,Metropolitian,12,12.09885639365153
39.0,Sandstorms,High,0,motorcycle,0.0,No,Metropolitian,36,6.205284711948613
31.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,25,16.576799953713873
23.0,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,22,12.394529722570477
37.0,Sandstorms,Medium,2,electric_scooter,0.0,No,Metropolitian,22,13.941657178556085
25.0,Cloudy,Low,2,electric_scooter,1.0,No,Urban,16,1.551514395979169
22.0,Cloudy,Low,2,electric_scooter,0.0,No,Metropolitian,10,9.414207472710384
21.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,18,3.036148984255033
35.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,42,10.983241696284242
30.0,Stormy,Jam,2,scooter,2.0,No,Metropolitian,40,12.14347211320189
26.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,24,20.39744277518833
23.0,Stormy,Low,1,scooter,0.0,No,Urban,17,1.5115361977412798
32.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,27,6.1364990696195605
38.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,46,16.796560564484654
33.0,Sunny,High,0,motorcycle,1.0,No,Metropolitian,28,6.049869064943989
28.0,Sandstorms,Low,1,motorcycle,1.0,No,Urban,18,1.5690347154047222
25.0,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,33,6.117886264150339
21.0,Stormy,Jam,2,electric_scooter,1.0,,Metropolitian,12,9.414207472710384
26.0,Stormy,Medium,1,motorcycle,1.0,No,Urban,23,7.4403836367760015
25.0,Windy,High,2,scooter,0.0,No,Urban,17,6.041213866594667
21.0,Windy,Low,0,motorcycle,,No,Metropolitian,16,7.774272480836282
35.0,Sandstorms,Jam,0,motorcycle,1.0,Yes,Metropolitian,48,9.307994788103352
26.0,Stormy,Jam,2,electric_scooter,0.0,No,Metropolitian,13,9.296713942100281
25.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,16,20.807668020033518
24.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,33,11.903261885712936
20.0,Cloudy,Jam,1,motorcycle,3.0,No,Metropolitian,43,10.738021146085408
38.0,Sunny,Jam,2,scooter,1.0,No,Metropolitian,32,17.063961737396863
24.0,Sandstorms,Jam,1,scooter,1.0,No,Urban,19,13.564206058774003
26.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,10,1.5296123009283702
28.0,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,23,16.577467522010476
37.0,Sunny,Medium,1,scooter,1.0,No,Metropolitian,24,10.737928231087151
31.0,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,26,4.664630782216606
27.0,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,16,9.32946504329119
23.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,45,17.25937671693666
20.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,19,4.664723158590265
,Stormy,Jam,2,motorcycle,0.0,No,Urban,24,19.659135828969664
27.0,Cloudy,Medium,2,scooter,,No,Metropolitian,35,11.902746728492442
20.0,Windy,Low,1,scooter,0.0,No,Metropolitian,13,12.081550329983386
25.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,27,10.884116727933907
25.0,Stormy,High,0,motorcycle,0.0,No,Metropolitian,37,3.0584113440072622
22.0,Windy,Jam,2,scooter,1.0,No,Urban,23,13.61109240706194
28.0,Sunny,Medium,1,scooter,1.0,No,Metropolitian,18,12.271120715074577
21.0,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,27,6.071907624965713
34.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,33,9.414207472710384
,Sunny,Medium,2,electric_scooter,0.0,No,Urban,19,6734.752585456547
31.0,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,25,4.588831209737105
24.0,Sunny,Medium,2,motorcycle,0.0,No,Urban,11,6.045386216751665
33.0,Windy,Medium,2,scooter,1.0,No,Metropolitian,20,20.489211253488698
24.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,28,4.530898781872517
20.0,Sandstorms,Low,2,scooter,1.0,No,Urban,12,2.9278774517253776
32.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,19,19.939859774062796
21.0,Stormy,Medium,2,electric_scooter,1.0,No,Metropolitian,25,16.365339328226373
29.0,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,42,10.624839550813707
39.0,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,23,13.946382240927942
29.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,19,3.098521571403345
34.0,Fog,Low,1,scooter,1.0,No,Urban,16,1.5070945252544081
25.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,17,10.859227792853199
21.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,41,10.586720360323753
31.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,30,10.737869262533064
39.0,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,34,9.07447898190687
20.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,29,12.438787521229942
22.0,Fog,Low,0,motorcycle,1.0,No,Urban,22,3.059094162826021
27.0,Fog,Jam,1,motorcycle,0.0,No,Metropolitian,31,16.871969938410068
28.0,Windy,Low,1,motorcycle,0.0,No,Metropolitian,16,7.7563347874179644
33.0,Sunny,Medium,2,scooter,1.0,No,Metropolitian,19,16.455542749533556
24.0,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,15,7.845173108613386
25.0,Sunny,Low,1,motorcycle,1.0,No,Urban,25,10.983241696284242
31.0,Cloudy,Low,0,motorcycle,1.0,No,,24,1.5115356891619631
24.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,19,3.1380694073889375
38.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,32,16.824024800777703
35.0,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,44,1.4962783130101085
28.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,33,20.21242765065459
25.0,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,38,10.703707932834622
21.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,18,3.1097802285192877
,,,3,motorcycle,0.0,No,Urban,21,6.276138627413788
,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,24,20.13677616835183
35.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,21,3.0990232373642685
23.0,Fog,Medium,2,scooter,1.0,No,,33,10.847227288462221
27.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,12,3.020916215301368
25.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,21,8.97665504252794
36.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,28,4.554000954817531
29.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,26,8.97641689354887
20.0,Windy,Low,2,scooter,0.0,No,Metropolitian,11,1.4880952616573853
20.0,Cloudy,Low,0,motorcycle,1.0,No,Urban,17,1.5340993371335307
33.0,Sunny,Medium,0,motorcycle,2.0,No,Metropolitian,36,20.034278194280187
25.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,37,10.738021146085408
28.0,Cloudy,Jam,1,motorcycle,2.0,No,Metropolitian,35,12.143465932015227
34.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,33,16.873110420787974
50.0,,,3,scooter,1.0,No,Urban,22,3.0358032013663694
21.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,14,6.118387412583633
27.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,31,8.929739832567664
31.0,Stormy,High,2,scooter,1.0,No,Metropolitian,32,1.4961919193824864
23.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,24,3.0146251453626203
22.0,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,42,10.691299878153284
24.0,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,19,12.21662973029514
26.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,37,13.750484667228228
36.0,Sandstorms,Medium,0,motorcycle,1.0,Yes,Metropolitian,48,12.142087258477051
35.0,Sandstorms,High,1,scooter,0.0,No,Metropolitian,30,6.2058879746346385
23.0,Fog,Medium,2,motorcycle,1.0,No,Urban,34,13.99363480725943
38.0,Fog,Low,2,motorcycle,0.0,No,Urban,34,16.87340346863218
22.0,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,27,6.136091403436602
,Fog,Low,0,motorcycle,1.0,No,Urban,22,3.0144232661092043
29.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,11,7.747872373794995
39.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,45,16.696505540691582
28.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,32,11.737923768988578
,,,3,motorcycle,1.0,No,Metropolitian,34,17359.450911125783
37.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,37,12.410432681825887
29.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,24,17.103132401332328
28.0,Cloudy,Medium,2,electric_scooter,1.0,No,Metropolitian,37,19.590887799045845
39.0,Sandstorms,Low,0,motorcycle,0.0,No,Urban,28,4.531299613902238
22.0,Sunny,High,1,scooter,1.0,No,Metropolitian,15,3.1029169967959707
26.0,Windy,High,2,scooter,1.0,No,Metropolitian,18,6.135753835850377
22.0,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,11,9.204543446314432
